Size,Average,STD Deviation
10,8.558999979868531e-05,6.038603686482027e-06
30,0.0022116600070148707,0.0001450914135047614
50,0.009386949997860938,0.00044187097528841526
70,0.025219740020111202,0.0007638608103332718
100,0.07110788001446053,0.0012367688026773465
200,0.5645808100001887,0.009423672576198945
300,1.9753417099709623,0.14104086691561643
