Size,Average,STD Deviation
10,0.0009638300049118698,0.0028767917313176233
30,0.003535699984058738,0.010356573211133199
50,7.846998050808907e-05,2.962372067473402e-05
70,0.00010589000303298234,1.654451229525794e-05
100,0.0001682099769823253,1.7731141690310357e-05
200,0.00048093999503180386,6.688248393915989e-05
300,0.0012882199953310192,0.00025689868175617233
