Size,Average,STD Deviation
10,0.00036923999432474374,2.2669441459969914e-05
30,0.01394197999034077,0.0029856747065269405
50,0.053510780015494676,0.008770640697404047
70,0.13810916000511497,0.011760457613445257
100,0.3700928800040856,0.014818345559869071
200,2.7768764100037515,0.03157622970183519
300,9.352900329988916,0.07078770064225574
