Size,Average,STD Deviation
10,23468839.966334216,1442216.2730184277
30,24517105.897406347,1545360.461577097
50,26689188.84788773,1201224.463011608
70,27225496.793377765,811972.1416325842
100,28134708.114408474,484769.3293970354
200,28347481.222952258,471620.3639573954
300,27455132.08041091,1654467.9753046853
