Size,Average,STD Deviation
10,3.548999666236341e-05,2.8490793063081992e-05
30,9.508000512141735e-05,3.6648237382893736e-05
50,0.0001366800017422065,3.651708454805589e-05
70,0.0004895999969448894,0.00012813510435067183
100,0.0005909700063057244,0.00019687955706217713
200,0.0012535400048363954,0.00036068466589980774
