Size,Average,STD Deviation
10,0.00018988999945577235,4.0785886247689395e-06
30,0.004876929998863489,0.0007865038293996611
50,0.021150049997959285,0.0015679914267199343
70,0.05618007000011858,0.0020284313957573455
100,0.13121316000178923,0.02800735902480169
200,0.8368021399975987,0.026797878051886447
