Size,Average,STD Deviation
10,0.0004729000007500872,0.00011910893993815731
30,0.013676160003524274,0.0010167570732068996
50,0.06242651000211481,0.0017784048152482607
70,0.1761525799985975,0.0023037952211259565
100,0.41953017000341786,0.08767364138331753
200,2.6874522400001295,0.043642280092036995
